Address,Postal Code,Latitude,Longitude,Zone,Photo,Size of Property,Nearby Amenities,Public Remark,Services
10644 80 AV NW,T6E1V5,53.5162690827797,-113.505650757672,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638469787762900000/reb10/highres/0/E4376790_1.jpg'],23596 sqft,[],"Perfect South Side Location Oakdale Arms is a Super 10 unit well kept, upgraded condition, great curb appeal walk up apartment building, consisting of 8 one bedroom units and 2 two bedromm units located at  10644 - 80 ave NW.  Quick only 2 minute Walk to Whyte Ave, University of Alberta, Schools, Hospitals, Medical Services, major bus and LRT access, great transportation roadway routes to all parts of Edmonton also are very close. Ten energized parking stalls good for vechicles all year round. Zero percent current and recent Vacancy Rate - This great southside location is Always in Demand !!! Reasonable rents make this a very excellent opportunity now ! and the opportunity for future increased income throughout 2024 exists regarding the current leases and renews. A Very Solid Investment ! (30994192)",
7103 78 AV NW,T6B0B8,53.513910200001,-113.4373528,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638487891737770000/reb10/highres/9/E4382139_1.jpg'],10000 sqft,[],"VENDOR FINANCING AVAILABLE. 10,000 sq ft building Zoned IM good parking, fully equipped kitchen with walk-in cooler & freezer. Men, Women's & handicapped bathrooms. All fixtures are negotiable. (31134936)",
10133 82 AV NW,T6E1Z5,53.517811100001,-113.492573,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638508555730130000/reb10/highres/0/E4386370_1.jpg'],7200 sqft,[],"Commercial space on Whyte Ave. with a total main floor area of +-7200 sq. ft. Ideal for up to three retail bays. Prime location with high foot and vehicle traffic. Few steps away from the Old Strathcona Farmer's Market, with several well-established retail stores. Good investment opportunity for both startup and expanding businesses. Lots of parking in surrounding area. Very accessible to public transport. Property has a basement and crawl space. Comes with two residential apartments -- one apartment with a long-term tenant, second apartment is an AirBNB. (31256786)",
#300 9618 42 AV NW NW,T6E5Y7,53.4793142605298,-113.4784472,"[{'code': 'BE', 'description': 'Business Employment'}]",['https://cdn.realtor.ca/listings/TS638436073801870000/reb10/highres/9/E4354499_1.jpg'],6964 sqft,[],"Welcome to Whitemud Business Park! This established southside office park has recently underwent a condo conversion so units are now for sale! Sizes range from 915 Sq. Ft. up to 6,964 Sq. Ft. The park has a campus-like environment designed to enhance connectivity and collaboration. On-site amenities include a gym space exclusive to building occupants and an outdoor eating/gathering area soon to be improved. Great access to Whitemud Drive, QEII, and Anthony Henday Drive. This particular unit is 6,964 Sq. Ft. of developed office space with over 20 perimeter offices with windows, kitchen area, and meeting rooms. A summary of all current availabilities can be found on the brochure, we may also have other units coming up within the building that meet your size range. (30308349)",
10317 107 Ave NW,T5H0V7,53.5512388,-113.4987592,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638232213710600000/reb10/highres/4/E4347114_1.jpg'],5925 sqft,[],"Assumable Mortgage 2.19% | Creative financing will be considered | Exceptional investment opportunity in the heart of downtown Edmonton! This centrally-located property, zoned CB1, boasts a portfolio of 10 fully-leased units, offering a healthy cap rate and perfect for entry-level multifamily investors. This dynamic assortment includes 6 one-bedroom units, 2 two-bedroom units, and a spacious three-bedroom unit. Additionally, the property includes a non-compliant bachelor suite.  Benefit from the location, within walking distance to both MacEwan University and the Royal Alexandra Hospital. Residents enjoy immediate access to education, healthcare, and the downtown lifestyle. Furthermore, this property resides in a community presently undergoing a vigorous renewal process, heralding promising prospects for increased future value.  All proposals are welcome. *Please do not approach tenants* (30104601)",
6954 76 AV NW,T6B2R2,53.5130938960295,-113.435442773263,"[{'code': 'BE', 'description': 'Business Employment'}]",['https://cdn.realtor.ca/listings/TS638482923649270000/reb10/highres/2/E4381152_1.jpg'],4200 sqft,[],"Discover an exceptional investment opportunity with this prime 3-unit complex (6950, 6952, 6954) spanning 4200 sq ft, fully leased to an established, successful daycare. This property delivers a full suite of childcare services, including valuable after-school care, underpinning its robust income stream. Situated with premier Argyll Road frontage and in close proximity to Bonnie Doon & the LRT, it combines modern architecture & meticulous maintenance w/ substantial parking, ensuring it stands out in a high-visibility location. Uniquely priced below its appraised value, this concrete structure is not just an asset but a strategic investment in a vibrant area. Capitalizing on easy access to extensive amenities, presenting a rare, income-generating opportunity in a highly desirable neighbourhood. Don't overlook this chance to secure a piece of prime real estate that promises not only returns but a gateway to further possibilities in a sought-after locale. Act now! (31109776)",
9130 Jasper Avenue NW,T5H3S9,53.5501336,-113.475002,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638229553255300000/reb10/highres/0/E4346590_1.jpg'],10812 sqft,[],"Assumable Mortgage @ 5.24% | Creative Financing Considered | A charming 13-unit apartment building situated in the heart of Alberta. Nestled on an 8616 sqft lot, this character property built in 1952 offers a captivating view of the river valley. Boasting a mix of renovated units, serviced with high-efficiency features including lighting, furnace, water tank, showerheads and faucets, the property provides a blend of comfort and style. A mere 2.7km from MacEwan University, it caters to a vibrant student population. The property includes a convenient credit card-operated laundry room. Remarkably low maintenance thanks to significant improvements, the building's market potential is further enhanced by currently charged rents that are below market rates. A rare find that perfectly marries vintage charm with modern living. All proposals are welcome. *Please do not approach tenants* (30089485)",
10865 96 ST NW,T5H2K2,53.5558733803669,-113.487659935582,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638398051184600000/reb10/highres/2/E4362072_1.jpg'],11961 sqft,[],"Excellent Investment Opportunity! This building offers over 11,000 Square feet of commercial condo type offices in central Edmonton. Fully leased to strong, reliable and reputable tenants and generating a secure income stream! High quality interior and exterior improvements throughout! Roof, Power Meters, A/C (Roof top ), Boiler, Furnace, Electrical, Building Intercom System, Windows, Awnings... the list goes on and on of improvements. Currently the building is fully leased with an annual average gross income of $118,239. Built in 1960 and consisting of 7 spaces. There are currently 3 spaces on the main floor and 4 upstairs. This property offers a low maintenance exterior and has been very well maintained. (30534936)",
14304 140 Street NW,T6V1J8,53.60504,-113.56326,"[{'code': 'AG', 'description': 'Agriculture Zone'}]",['https://cdn.realtor.ca/listings/TS638469660645970000/reb9/highres/2/A2102592_1.jpg'],11000 sqft,[],"Click brochure link for more information** Here is the exclusive opportunity to acquire a 100% freehold interest in Quantum IndustrialBuilding (the “Property”), located at 14304 - 140 Street NW, Edmonton, AB. The Property is a multi-tenant industrial warehouse comprisedof approximately 11,000 square feet located in the Pembina neighbourhood of Northwest Edmonton. Quantum Industrial Building consists of an 8,000 square foot multi-bay warehouse demised into eight bays and a 3,000 square foot freestanding warehouse. The Property provides a variety of functional small bay spaces and boasts a long history of strong occupancy in a market where demand for industrial space continues to rise. Small bay industrial properties are favoured amongst investors for their minimal risk profile and stable returns. (28592155)",
9859 82 AV NW,T6E1Y7,53.5177579,-113.4850781,"[{'code': 'RM h23', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638518842718900000/reb10/highres/8/E4385868_1.jpg'],6545 sqft,[],"Location. Location. This is a unique 12 suite apartment complex located in Ritchie. Legal 12 units consists of 7x bachelor and 5x 1 bdrm. 2 1/2 story wood frame construction complex. Hot water heating system. All bachelor units have been made brand new with all new electrical, plumbing, floors, bathrooms, appliances. Annual gross income over $138,000. Option to assume existing CMHC mortgage of approx. $1,567,000 at 4.3% interest Rate. must qualify to assume. (31240203)",
"7510,7512,7514 80 AV NW",T6C2G7,53.5161764482178,-113.444885629639,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638484595179330000/reb10/highres/2/E4369872_1.jpg'],5638 sqft,[],"Welcome to this immaculate triplex townhouse on a quite street in the King Edwards park Communities. This brand new triplex house with legal suite make total of 6 units. It considers 4BRS/2.5Bath/garage/loft with large roof top patio - Over look city view skylight. Separated Legal 1BRS Basement Suite with Kitchen/ Laundry room. Very sleek modern design and close to all amenities Bonnie Doon shopping center and New LRT. Perfect investment property. Project income $127,000.00/yearly. Expense $25,000.00/yearly. Net income $98,000.00/yearly. Cap rate at 5.0% With qualified and Approval CMHC low interest rate. It make very good cash back investment return. Only ask $1,895,000 plus G.S.T. (30787204)",
6619 8 ST NW,T6P1R9,53.5033720500421,-113.3530198,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638424315595870000/reb10/highres/8/E4371668_1.jpg'],107593 sqft,[],"This magnificent 2.47 Acres of Land with a 1567 SF bungalow house is located in Maple Ridge Area Structure Plan and the Hurstwood Subdivision. Its Direct Development Control Provision Zoning (DC1) allows for multiple uses including permitted uses such as Temporary Storage, General Industrial Uses and limited contractor services. A fully gravelled yard is perfect for Truck Parking. The house comes with 5 bedrooms, 2.5 baths, 2 kitchens, a fully finished basement and a double detached garage. Close proximity to Anthony Henday, Sherwood Park Freeway and Whitemud Drive. (30844527)",
172 WINDERMERE DR NW,T6W0S4,53.4439876358518,-113.624267354492,"[{'code': 'RR', 'description': 'Rural Residential'}]",['https://cdn.realtor.ca/listings/TS638412108980270000/reb10/highres/8/E4350898_1.jpg'],,"['Playground', 'Schools', 'Shopping', 'Ski hill']","One of the BEST PREMIER LOT (0.94 acre) in Edmonton backing the North Ft Sask River and the Windermere Golf Course and is NOW EMPTY. There is so much beauty in this private location where there is more possibilities then can ever be mentioned here, rather a seeing is believing! The views are amazing and with the best lot on Windermere Drive you cannot risk not being its new owner!  You will not regret building your dream home here as in it's glory days, it had landscaping that never ended. There were three tiers that overlooked this amazing view.  City water/sewer line on site.  A must see location! (30209315)",
0 NA AV NW,T6E1X2,53.5173167834106,-113.4962432,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638453442903670000/reb10/highres/6/E4375116_1.jpg'],1256 sqft,[],TURN KEY BUSINESS LOCATED AT BUSY BUSINESS DISTRICT. STEADY CLIENTELE AND LOTS TAKE OUT. EASY TO OPERATE; LOW RENT INCLUDED POWER AND WATER. TOTAL 55 SEATS AND PATIO SEATING. OWNER WILL TRAIN. CAN BE CONVERT TO OTHER TYPE OF RESTAURANT. CLOSE TO WHITE AVENUE. (30946230),
